project_id,category,location,project_cost,planned_duration_months,planned_progress,actual_progress,progress_deviation,expenditure_percentage,cost_progress_ratio,resource_availability,material_availability,workforce_availability,contractor_performance,delay_days,milestone_completion_rate,change_requests,weather_impact,previous_delay_count,risk_history,risk_level,predicted_delay_months,predicted_cost_overrun_percentage
PRJ-1984,Urban Development,West Bengal,1027.89,28,26.6,6.9,19.7,8.4,1.217,46.6,43.5,45.0,33.1,157,27.1,3,6.4,5,8.7,CRITICAL,15.4,29.1
PRJ-1985,Urban Development,Andhra Pradesh,466.7,26,61.0,45.4,15.6,54.4,1.198,58.5,65.1,57.6,63.6,87,74.6,4,6.6,3,6.4,HIGH,6.3,14.7
PRJ-1986,Power Infrastructure,Uttarakhand,3085.36,35,89.5,87.3,2.2,94.4,1.081,94.2,95.9,98.4,93.4,0,95.4,1,2.6,0,0.9,LOW,0.4,2.3
PRJ-1987,Water Supply,Andhra Pradesh,1212.12,18,82.6,50.1,32.5,64.8,1.293,48.5,49.1,54.5,41.3,211,58.7,3,9.3,2,8.9,CRITICAL,9.7,28.7
PRJ-1988,Metro,Delhi NCR,2423.49,31,74.5,66.7,7.8,72.3,1.084,74.7,80.7,81.4,78.2,41,92.3,0,3.9,0,2.7,MEDIUM,2.6,4.7
PRJ-1989,Urban Development,Andhra Pradesh,952.08,39,44.0,13.2,30.8,17.7,1.341,35.2,49.1,39.4,52.2,197,30.2,10,7.1,3,9.4,CRITICAL,12.3,29.4
PRJ-1990,Urban Development,Kerala,160.16,27,28.4,14.4,14.0,17.1,1.188,62.8,62.5,58.6,66.9,105,56.4,4,7.5,3,5.7,HIGH,5.9,13.8
PRJ-1991,Airport,Jammu & Kashmir,5070.74,35,36.6,35.1,1.5,33.4,0.952,85.9,77.3,75.3,77.0,26,93.8,0,4.8,1,2.8,MEDIUM,2.1,5.1
PRJ-1992,Bridge,Rajasthan,479.78,20,25.9,19.7,6.2,21.1,1.071,82.7,80.3,80.5,77.8,29,75.5,2,2.7,1,3.1,MEDIUM,2.4,5.3
PRJ-1993,Airport,Himachal Pradesh,2587.56,42,81.7,66.1,15.6,79.1,1.197,70.0,58.1,60.4,68.8,136,85.4,2,7.1,1,6.5,HIGH,4.9,14.7
PRJ-1994,Airport,Rajasthan,11047.48,83,88.8,57.1,31.7,72.8,1.275,41.6,35.1,54.7,37.6,184,65.7,3,5.7,4,8.9,CRITICAL,11.9,26.5
PRJ-1995,Airport,Telangana,2362.38,24,55.3,35.2,20.1,43.1,1.224,65.8,65.2,68.0,58.9,80,65.5,5,3.6,2,6.5,HIGH,6.1,9.6
PRJ-1996,Bridge,Jammu & Kashmir,532.24,49,49.6,27.4,22.2,32.3,1.179,61.1,63.4,59.8,57.0,81,55.3,3,6.7,1,6.8,HIGH,5.1,16.5
PRJ-1997,Irrigation,Jammu & Kashmir,184.01,29,72.2,63.2,9.0,74.6,1.18,80.1,79.7,79.8,71.2,20,85.8,5,3.7,1,3.5,MEDIUM,2.0,8.1
PRJ-1998,Irrigation,Himachal Pradesh,155.96,34,65.7,30.2,35.5,39.4,1.305,51.8,48.5,53.9,52.2,173,45.9,1,8.5,3,8.6,CRITICAL,8.0,25.8
PRJ-1999,Airport,Telangana,3437.06,24,50.5,29.5,21.0,38.1,1.292,41.2,46.4,39.1,41.5,209,58.7,7,5.9,5,7.0,CRITICAL,12.1,27.8
PRJ-2000,Railway,Himachal Pradesh,2474.43,92,77.4,73.1,4.3,72.7,0.995,73.3,77.1,79.0,72.3,28,94.6,1,5.1,0,3.6,MEDIUM,2.5,6.5
PRJ-2001,Water Supply,Assam,838.76,21,65.6,65.5,0.1,63.2,0.965,90.0,96.7,89.2,86.3,1,95.0,0,2.3,0,0.8,LOW,0.2,0.6
PRJ-2002,Irrigation,Karnataka,503.58,27,27.5,23.6,3.9,24.5,1.038,83.3,72.6,73.6,74.8,26,83.0,1,3.0,0,3.5,MEDIUM,3.3,6.9
PRJ-2003,Airport,Uttar Pradesh,7326.32,45,63.9,61.2,2.7,66.1,1.08,82.2,79.8,73.4,79.7,37,95.7,4,3.6,0,4.5,MEDIUM,1.8,5.0
PRJ-2004,Airport,Tamil Nadu,4755.44,59,88.6,62.5,26.1,79.0,1.264,37.3,42.0,54.1,32.1,199,68.4,5,9.5,4,9.0,CRITICAL,15.2,23.5
PRJ-2005,Irrigation,Delhi NCR,3307.55,27,72.1,54.5,17.6,65.1,1.194,56.1,57.1,59.1,67.6,85,78.3,3,4.7,2,5.1,HIGH,5.4,13.7
PRJ-2006,Airport,Jammu & Kashmir,4283.16,34,41.7,35.4,6.3,39.3,1.11,84.1,79.5,75.2,75.1,26,83.7,2,3.5,0,3.1,MEDIUM,2.9,5.6
PRJ-2007,Bridge,West Bengal,2498.74,37,39.4,39.4,0.0,40.0,1.015,92.4,96.9,93.3,88.8,1,96.8,0,0.7,0,1.9,LOW,0.2,1.1
PRJ-2008,Urban Development,Madhya Pradesh,219.51,22,44.8,29.3,15.5,34.5,1.177,67.0,66.3,58.4,55.4,72,60.0,3,3.9,3,5.4,HIGH,6.2,13.8
PRJ-2009,Urban Development,Madhya Pradesh,2525.54,28,40.7,35.1,5.6,38.2,1.088,75.5,81.8,78.5,72.2,26,82.3,2,2.1,0,2.9,MEDIUM,2.3,9.1
PRJ-2010,Metro,Gujarat,5901.49,56,25.9,10.4,15.5,11.1,1.067,60.9,57.9,66.6,59.8,75,43.8,0,6.0,1,6.6,HIGH,3.3,14.9
PRJ-2011,Bridge,Rajasthan,2901.82,40,69.6,50.7,18.9,63.3,1.249,52.2,42.5,39.3,39.9,188,71.9,5,5.6,2,7.3,CRITICAL,12.4,29.2
PRJ-2012,Highway,Uttarakhand,466.33,38,68.2,41.4,26.8,50.8,1.227,36.8,36.2,47.7,42.0,221,59.6,2,7.7,3,8.8,CRITICAL,7.3,18.1
PRJ-2013,Bridge,Rajasthan,978.39,29,48.5,31.7,16.8,37.2,1.174,67.7,64.3,59.7,66.6,104,68.1,4,3.5,1,6.4,HIGH,7.0,13.1
PRJ-2014,Highway,Gujarat,1226.3,30,26.6,26.6,0.0,27.5,1.034,97.8,96.9,91.0,93.2,0,100.0,0,0.5,0,2.2,LOW,0.1,1.6
PRJ-2015,Water Supply,Andhra Pradesh,747.63,16,49.0,43.2,5.8,46.7,1.081,82.9,76.7,80.0,78.5,36,87.7,3,2.8,0,3.6,MEDIUM,2.5,6.2
PRJ-2016,Power Infrastructure,Gujarat,718.31,41,88.1,85.7,2.4,93.4,1.09,74.2,76.0,75.3,70.8,40,96.4,4,2.4,1,3.9,MEDIUM,3.4,6.0
PRJ-2017,Metro,Maharashtra,2309.41,40,36.2,36.2,0.0,36.7,1.014,94.7,87.1,95.7,94.5,4,97.4,1,1.3,0,1.7,LOW,0.4,0.5
PRJ-2018,Urban Development,Bihar,899.83,31,43.0,43.0,0.0,42.9,0.998,95.0,92.3,88.1,89.9,0,99.4,0,1.7,0,1.1,LOW,0.0,1.5
PRJ-2019,Water Supply,Jammu & Kashmir,542.81,23,53.0,45.8,7.2,47.9,1.046,83.1,79.9,78.2,76.1,21,87.9,3,4.6,0,4.8,MEDIUM,2.4,5.3
PRJ-2020,Power Infrastructure,West Bengal,1642.45,31,29.6,28.6,1.0,27.5,0.962,97.7,89.9,94.7,91.0,3,97.3,0,1.9,0,2.1,LOW,0.3,1.2
PRJ-2021,Airport,Andhra Pradesh,1731.93,29,66.0,65.4,0.6,69.3,1.06,90.5,88.2,94.7,97.3,2,96.4,0,1.5,0,1.8,LOW,0.3,2.0
PRJ-2022,Airport,Uttar Pradesh,5274.44,25,77.2,76.4,0.8,77.1,1.009,97.4,97.4,95.9,96.4,0,96.5,0,0.9,0,1.7,LOW,0.1,1.3
PRJ-2023,Railway,Rajasthan,8913.64,90,40.2,40.2,0.0,39.0,0.97,96.2,96.7,98.3,87.2,3,100.0,0,0.4,0,1.9,LOW,0.2,0.0
PRJ-2024,Urban Development,Uttar Pradesh,642.69,31,60.9,55.3,5.6,59.9,1.083,81.1,73.0,78.0,80.8,32,94.8,3,1.7,0,3.2,MEDIUM,2.7,5.2
PRJ-2025,Metro,Odisha,3918.56,49,62.1,62.1,0.0,63.5,1.023,94.0,98.0,99.0,96.0,2,100.0,0,2.3,0,0.7,LOW,0.1,1.9
PRJ-2026,Metro,Uttar Pradesh,6567.94,34,39.7,24.3,15.4,29.2,1.202,62.9,54.8,61.2,60.8,77,61.3,5,5.0,3,6.0,HIGH,6.2,13.3
PRJ-2027,Water Supply,Jammu & Kashmir,1190.31,41,23.5,19.0,4.5,21.2,1.116,83.8,82.6,75.5,72.6,30,79.4,5,3.4,0,4.1,MEDIUM,2.4,6.7
PRJ-2028,Metro,Telangana,3756.17,49,49.3,46.0,3.3,48.7,1.059,72.8,84.2,72.1,72.5,38,94.5,2,4.4,1,3.4,MEDIUM,2.5,4.9
PRJ-2029,Highway,Maharashtra,557.13,18,88.0,80.0,8.0,94.4,1.18,70.6,56.1,62.2,67.6,89,93.0,8,5.1,1,6.4,HIGH,6.6,14.8
PRJ-2030,Airport,Gujarat,3467.07,73,76.4,59.1,17.3,72.5,1.227,67.4,53.1,57.3,65.3,70,76.6,3,6.9,1,7.0,HIGH,5.0,17.4
PRJ-2031,Irrigation,Telangana,870.4,45,58.7,42.3,16.4,47.7,1.128,70.9,64.1,68.8,67.7,86,74.8,2,6.4,3,5.5,HIGH,7.2,18.4
PRJ-2032,Power Infrastructure,Himachal Pradesh,7738.22,18,52.4,30.3,22.1,39.4,1.3,42.1,33.6,39.2,38.6,183,52.6,8,9.1,3,8.4,CRITICAL,10.8,19.7
PRJ-2033,Urban Development,Jammu & Kashmir,1733.01,21,83.7,72.4,11.3,83.1,1.148,68.8,67.7,54.2,63.5,82,94.1,5,5.4,2,5.7,HIGH,4.7,10.2
PRJ-2034,Metro,Uttarakhand,8323.3,53,30.4,30.4,0.0,29.1,0.957,94.9,95.3,93.2,97.4,1,97.0,0,1.9,0,1.6,LOW,0.5,1.1
PRJ-2035,Power Infrastructure,Madhya Pradesh,3013.34,29,45.2,31.0,14.2,36.7,1.184,70.4,59.7,64.1,64.8,83,71.8,4,5.2,3,6.8,HIGH,7.0,13.3
PRJ-2036,Bridge,Gujarat,5971.05,39,31.7,16.2,15.5,18.4,1.136,68.1,63.9,68.8,59.5,72,55.5,1,5.8,1,5.8,HIGH,6.8,14.9
PRJ-2037,Irrigation,Bihar,374.02,40,70.0,65.1,4.9,69.2,1.063,78.0,74.3,79.2,77.1,35,91.7,0,4.1,1,3.8,MEDIUM,2.9,6.6
PRJ-2038,Power Infrastructure,Madhya Pradesh,1353.59,53,72.8,66.9,5.9,69.8,1.043,80.8,82.6,72.9,74.7,34,90.9,0,4.4,0,4.6,MEDIUM,2.6,6.2
PRJ-2039,Metro,Maharashtra,1750.3,43,91.5,72.5,19.0,87.9,1.212,48.2,51.3,50.7,44.1,125,78.7,3,6.0,4,7.8,CRITICAL,10.4,22.0
PRJ-2040,Irrigation,Telangana,551.01,46,29.2,23.9,5.3,26.3,1.1,85.3,80.1,78.2,83.0,29,84.0,3,2.9,1,4.5,MEDIUM,2.4,7.9
PRJ-2041,Bridge,Bihar,724.23,34,42.3,42.3,0.0,42.2,0.998,90.9,98.9,90.8,88.1,4,98.9,1,0.8,0,1.2,LOW,0.0,0.0
PRJ-2042,Water Supply,Odisha,379.85,38,70.5,57.3,13.2,65.6,1.145,63.9,63.7,57.8,61.4,69,78.7,5,6.3,2,6.0,HIGH,6.4,14.2
PRJ-2043,Urban Development,Andhra Pradesh,1397.71,37,28.9,10.9,18.0,13.5,1.239,42.3,31.5,45.5,35.3,136,41.9,6,7.7,5,9.0,CRITICAL,12.4,29.6
PRJ-2044,Railway,Assam,14792.94,63,51.0,39.1,11.9,46.0,1.176,55.7,57.0,63.4,61.5,50,78.5,4,5.6,3,5.4,HIGH,5.6,12.7
PRJ-2045,Railway,Bihar,1913.72,76,25.4,25.1,0.3,24.9,0.992,95.4,96.5,97.7,88.2,0,99.3,0,1.1,0,1.8,LOW,0.4,2.7
PRJ-2046,Metro,Jammu & Kashmir,2905.09,42,41.3,40.3,1.0,39.7,0.985,92.4,88.6,95.2,87.5,6,94.3,0,2.3,0,1.0,LOW,0.8,0.5
PRJ-2047,Irrigation,Rajasthan,347.02,32,74.3,49.1,25.2,62.2,1.267,47.8,30.1,44.5,47.2,131,62.4,4,5.9,3,9.4,CRITICAL,8.7,20.8
PRJ-2048,Highway,Madhya Pradesh,2826.33,38,21.5,2.0,19.5,5.0,2.5,63.3,57.9,58.1,67.5,49,15.0,2,4.0,3,5.8,HIGH,5.3,13.7
PRJ-2049,Water Supply,Rajasthan,188.58,32,65.6,60.0,5.6,63.5,1.058,74.2,70.1,77.2,76.6,35,87.9,2,3.8,1,3.7,MEDIUM,3.6,4.5
PRJ-2050,Power Infrastructure,Madhya Pradesh,874.76,42,83.0,81.5,1.5,83.6,1.026,72.6,80.1,75.2,73.1,32,96.1,1,4.5,1,4.6,MEDIUM,2.3,8.0
PRJ-2051,Irrigation,Telangana,161.44,23,63.9,63.9,0.0,65.3,1.022,90.1,90.8,98.3,96.7,4,100.0,0,1.3,0,0.7,LOW,0.4,1.9
PRJ-2052,Highway,Madhya Pradesh,1179.28,37,58.6,26.3,32.3,36.0,1.369,46.2,47.3,35.2,47.6,112,44.1,4,8.1,3,7.9,CRITICAL,12.8,27.0
PRJ-2053,Irrigation,Rajasthan,347.91,25,50.3,50.3,0.0,48.2,0.958,88.9,86.8,93.8,93.5,2,100.0,0,2.4,0,1.1,LOW,0.0,1.2
PRJ-2054,Highway,Gujarat,1018.44,21,31.6,24.4,7.2,25.4,1.041,72.8,72.3,86.2,77.1,19,78.0,0,3.1,1,3.2,MEDIUM,3.5,6.4
PRJ-2055,Power Infrastructure,Telangana,463.8,38,48.8,44.7,4.1,47.2,1.056,80.1,83.5,72.3,79.1,28,91.3,1,2.0,0,2.8,MEDIUM,2.2,8.2
PRJ-2056,Metro,Assam,3357.12,34,39.1,39.1,0.0,38.3,0.98,96.4,92.7,99.1,95.0,6,100.0,0,2.2,0,1.5,LOW,0.2,2.3
PRJ-2057,Urban Development,Telangana,1009.87,21,53.5,52.5,1.0,51.1,0.973,90.5,88.7,94.7,88.9,6,100.0,0,2.4,0,1.0,LOW,0.3,0.4
PRJ-2058,Railway,Telangana,3916.06,75,91.2,90.5,0.7,91.5,1.011,89.1,95.5,89.4,97.6,4,100.0,0,0.8,0,1.5,LOW,0.0,1.0
PRJ-2059,Irrigation,Rajasthan,584.19,16,32.0,31.4,0.6,32.0,1.019,91.7,93.5,89.2,94.9,0,98.2,0,2.4,0,2.2,LOW,0.7,0.0
PRJ-2060,Bridge,Karnataka,2266.18,39,87.2,80.0,7.2,88.5,1.106,84.1,77.8,77.2,82.0,27,89.0,1,3.4,0,2.7,MEDIUM,2.7,5.0
PRJ-2061,Power Infrastructure,Karnataka,1710.7,37,66.5,52.1,14.4,58.7,1.127,67.9,68.3,69.3,68.1,97,78.9,3,5.5,1,5.5,HIGH,6.2,15.9
PRJ-2062,Power Infrastructure,Kerala,772.25,31,68.2,64.6,3.6,64.8,1.003,72.4,73.0,78.0,74.0,32,92.2,0,3.7,1,4.2,MEDIUM,3.5,6.8
PRJ-2063,Water Supply,Himachal Pradesh,2470.39,15,44.3,44.3,0.0,44.0,0.993,98.2,88.3,98.6,87.6,2,100.0,0,2.4,0,0.8,LOW,0.6,1.0
PRJ-2064,Power Infrastructure,Himachal Pradesh,2829.41,43,77.0,75.4,1.6,79.2,1.05,97.4,88.5,93.3,90.2,2,98.9,0,1.6,0,2.1,LOW,0.2,0.3
PRJ-2065,Bridge,Rajasthan,537.1,28,60.6,59.1,1.5,61.7,1.044,84.4,70.9,81.5,80.9,33,93.1,2,2.5,1,3.9,MEDIUM,1.9,5.7
PRJ-2066,Railway,Uttarakhand,3554.78,69,51.5,36.8,14.7,43.1,1.171,60.6,63.0,55.9,60.4,81,70.8,3,4.8,2,5.2,HIGH,6.0,14.0
PRJ-2067,Power Infrastructure,Uttarakhand,7408.45,42,63.1,62.2,0.9,59.1,0.95,97.6,91.5,90.8,96.9,3,100.0,0,2.5,0,1.4,LOW,0.1,1.8
PRJ-2068,Irrigation,Tamil Nadu,177.74,33,62.5,39.6,22.9,51.9,1.311,66.1,56.6,68.6,57.7,94,56.5,7,4.2,2,6.9,HIGH,6.3,14.6
PRJ-2069,Railway,Uttar Pradesh,11473.56,55,67.8,36.0,31.8,50.7,1.408,35.1,33.0,43.8,38.0,192,57.0,9,5.7,2,9.5,CRITICAL,10.0,27.7
PRJ-2070,Urban Development,Uttarakhand,254.06,23,27.8,27.8,0.0,27.6,0.993,98.9,90.5,97.1,89.2,5,99.6,0,2.2,0,0.8,LOW,0.1,1.8
PRJ-2071,Bridge,Himachal Pradesh,2322.19,33,77.1,73.7,3.4,75.0,1.018,78.3,82.4,83.1,70.4,41,91.2,4,4.2,0,4.0,MEDIUM,2.8,7.6
PRJ-2072,Metro,Bihar,4805.99,71,69.5,68.6,0.9,68.4,0.997,97.3,88.3,98.9,96.4,0,98.1,1,1.2,0,1.4,LOW,0.4,0.9
PRJ-2073,Irrigation,Uttarakhand,361.27,24,89.9,59.5,30.4,82.2,1.382,35.6,33.2,38.8,32.2,202,67.4,9,9.4,3,8.5,CRITICAL,12.4,31.5
PRJ-2074,Power Infrastructure,Gujarat,2238.89,28,21.8,21.8,0.0,22.9,1.05,90.6,96.1,91.5,97.4,4,100.0,1,1.8,0,1.5,LOW,0.3,1.1
PRJ-2075,Bridge,Jammu & Kashmir,1240.13,35,72.6,70.4,2.2,74.1,1.053,83.1,76.6,79.8,80.2,31,95.2,3,5.6,1,4.0,MEDIUM,1.6,6.4
PRJ-2076,Railway,Uttarakhand,8443.32,65,42.2,34.8,7.4,38.7,1.112,74.8,75.3,86.7,82.1,35,84.3,1,5.8,0,2.8,MEDIUM,2.1,4.7
PRJ-2077,Power Infrastructure,Uttar Pradesh,1061.86,34,46.4,22.8,23.6,30.2,1.325,53.9,46.6,35.7,44.3,257,48.2,7,8.2,5,7.3,CRITICAL,11.6,26.4
PRJ-2078,Power Infrastructure,Karnataka,1753.19,45,57.4,52.9,4.5,59.4,1.123,75.9,78.0,81.4,79.1,32,93.3,1,3.4,0,3.7,MEDIUM,2.3,7.7
PRJ-2079,Urban Development,Odisha,855.41,33,91.8,62.9,28.9,83.1,1.321,40.7,36.8,37.0,38.9,105,70.5,4,5.2,2,7.4,CRITICAL,10.6,24.6
PRJ-2080,Power Infrastructure,Uttar Pradesh,665.86,38,38.4,21.1,17.3,23.5,1.114,64.9,61.6,56.8,57.4,45,55.2,2,7.0,2,7.2,HIGH,7.7,14.2
PRJ-2081,Urban Development,Delhi NCR,1845.12,27,56.8,52.8,4.0,61.2,1.159,78.0,77.3,82.3,73.9,43,92.1,4,3.8,1,4.7,MEDIUM,2.9,5.6
PRJ-2082,Airport,Maharashtra,4380.86,51,87.0,60.2,26.8,86.4,1.435,45.8,48.2,41.5,41.5,166,68.7,12,9.3,5,8.0,CRITICAL,11.5,25.7
PRJ-2083,Water Supply,Madhya Pradesh,701.84,33,23.0,18.3,4.7,18.4,1.005,85.4,72.7,80.0,81.9,27,79.7,1,1.6,0,4.7,MEDIUM,2.2,4.9
PRJ-2084,Highway,West Bengal,3189.87,40,53.1,50.1,3.0,53.1,1.06,78.5,74.5,75.5,75.4,30,96.3,2,4.3,0,4.2,MEDIUM,1.6,5.1
PRJ-2085,Railway,Uttar Pradesh,5581.77,45,69.4,63.9,5.5,67.2,1.052,76.2,70.1,79.7,83.7,28,93.6,0,2.0,1,4.4,MEDIUM,2.3,7.1
PRJ-2086,Water Supply,Kerala,243.42,39,22.9,4.5,18.4,5.5,1.222,62.5,55.8,67.4,66.5,45,22.3,5,5.3,1,6.4,HIGH,7.1,11.7
PRJ-2087,Railway,Himachal Pradesh,4277.62,44,60.2,60.2,0.0,64.5,1.071,90.5,87.0,95.5,92.5,0,99.8,1,3.2,0,1.9,LOW,0.1,2.1
PRJ-2088,Highway,Tamil Nadu,1204.81,31,36.0,28.9,7.1,30.3,1.048,77.1,74.0,75.4,71.1,35,79.1,0,1.7,0,4.5,MEDIUM,2.4,7.9
PRJ-2089,Power Infrastructure,Uttar Pradesh,1176.26,43,27.7,24.0,3.7,23.5,0.979,73.5,77.8,80.7,78.9,37,89.5,1,3.7,1,3.3,MEDIUM,2.7,9.6
PRJ-2090,Airport,Odisha,1723.41,50,34.5,34.3,0.2,34.6,1.009,89.7,86.6,98.3,86.9,0,97.2,1,0.7,0,1.6,LOW,0.2,1.8
PRJ-2091,Metro,Karnataka,3104.42,67,63.7,63.7,0.0,64.8,1.017,93.3,91.8,94.2,87.6,0,100.0,1,1.8,0,2.0,LOW,0.3,0.3
PRJ-2092,Water Supply,Kerala,547.87,26,70.5,54.3,16.2,62.9,1.158,59.9,56.8,68.0,55.6,95,75.2,1,7.3,3,6.4,HIGH,7.1,13.9
PRJ-2093,Water Supply,Delhi NCR,1096.03,14,82.0,68.5,13.5,79.4,1.159,63.8,54.9,69.7,66.2,70,88.0,4,3.7,1,5.8,HIGH,7.2,15.7
PRJ-2094,Water Supply,Assam,892.36,31,76.1,34.1,42.0,50.3,1.475,37.9,32.8,38.4,32.9,161,43.8,5,6.1,2,8.3,CRITICAL,13.7,24.8
PRJ-2095,Railway,Himachal Pradesh,2950.81,27,85.9,70.2,15.7,84.4,1.202,60.2,64.4,68.8,55.7,95,82.2,2,7.1,3,7.0,HIGH,5.2,13.5
PRJ-2096,Metro,Kerala,2444.55,45,68.6,65.2,3.4,62.8,0.963,84.7,78.9,78.9,71.9,20,100.0,0,5.4,1,3.0,MEDIUM,2.6,3.8
PRJ-2097,Railway,Bihar,4685.92,27,52.5,36.4,16.1,44.2,1.214,70.4,62.3,62.4,66.7,54,72.9,1,3.1,3,5.9,HIGH,6.7,10.3
PRJ-2098,Urban Development,Assam,226.82,26,87.6,69.0,18.6,85.3,1.236,37.1,31.6,43.6,43.3,120,79.3,7,9.4,2,9.1,CRITICAL,13.7,27.7
PRJ-2099,Urban Development,Karnataka,907.85,29,55.8,55.4,0.4,60.5,1.092,91.4,86.3,95.7,86.7,1,96.3,1,2.1,0,1.7,LOW,0.0,1.1
PRJ-2100,Bridge,Maharashtra,885.25,43,32.5,31.4,1.1,31.8,1.013,92.8,93.4,90.2,96.4,3,92.9,2,1.3,0,2.0,LOW,0.2,0.8
PRJ-2101,Highway,Telangana,954.67,33,71.4,53.1,18.3,60.8,1.145,60.1,61.0,67.5,57.4,80,76.4,0,6.8,1,6.5,HIGH,5.5,11.8
PRJ-2102,Power Infrastructure,Himachal Pradesh,602.49,42,52.5,42.1,10.4,45.2,1.074,56.2,68.3,68.6,58.7,110,77.7,2,7.5,2,5.1,HIGH,5.7,17.2
PRJ-2103,Water Supply,Himachal Pradesh,1727.17,39,54.8,40.5,14.3,45.8,1.131,65.8,64.4,59.7,62.4,68,63.9,4,6.9,1,6.8,HIGH,6.2,13.6
PRJ-2104,Water Supply,Rajasthan,498.12,28,68.6,67.1,1.5,66.3,0.988,72.1,73.8,81.5,75.3,40,96.9,0,1.7,0,4.6,MEDIUM,3.2,7.6
PRJ-2105,Bridge,Delhi NCR,1162.41,23,69.8,65.7,4.1,68.2,1.038,75.8,76.8,83.6,74.6,25,98.7,2,4.0,0,2.8,MEDIUM,2.3,5.5
PRJ-2106,Irrigation,Karnataka,372.79,17,36.4,33.7,2.7,35.0,1.039,76.5,80.3,75.9,83.5,24,91.5,2,4.3,0,3.1,MEDIUM,2.8,5.1
PRJ-2107,Airport,West Bengal,12892.82,41,40.6,10.7,29.9,14.4,1.346,47.2,36.9,39.5,51.6,104,24.4,6,8.8,3,8.9,CRITICAL,14.5,24.2
PRJ-2108,Railway,Uttar Pradesh,2020.97,36,44.1,33.1,11.0,37.2,1.124,62.4,67.3,57.5,62.9,103,77.5,4,6.0,1,7.0,HIGH,5.2,15.3
PRJ-2109,Water Supply,Maharashtra,1457.63,24,24.7,2.1,22.6,5.0,2.381,48.5,30.7,36.7,35.2,201,15.0,8,9.2,4,8.1,CRITICAL,13.0,30.8
PRJ-2110,Bridge,West Bengal,918.48,24,42.0,42.0,0.0,41.5,0.988,95.4,96.8,94.5,96.6,8,98.0,0,0.4,0,1.4,LOW,0.4,0.8
PRJ-2111,Railway,Gujarat,5846.97,61,61.7,45.2,16.5,54.4,1.204,64.4,52.9,69.8,60.8,51,68.1,3,6.2,1,5.9,HIGH,3.8,16.4
PRJ-2112,Highway,Delhi NCR,634.61,44,61.2,58.9,2.3,62.3,1.058,81.0,84.4,84.0,74.8,30,94.4,1,3.6,1,4.1,MEDIUM,2.2,6.6
PRJ-2113,Highway,Rajasthan,3509.43,50,35.1,33.6,1.5,34.9,1.039,79.9,83.5,85.5,83.0,38,100.0,1,4.3,1,4.0,MEDIUM,2.8,6.6
PRJ-2114,Highway,Assam,3914.7,32,88.1,77.2,10.9,90.0,1.166,69.3,52.0,59.6,60.7,80,86.3,6,4.5,3,7.1,HIGH,6.0,15.0
PRJ-2115,Power Infrastructure,Rajasthan,4774.87,18,65.2,47.2,18.0,58.3,1.235,43.8,44.1,46.3,45.4,183,69.4,6,6.4,5,7.8,CRITICAL,13.1,17.4
PRJ-2116,Urban Development,West Bengal,661.67,16,29.3,16.8,12.5,20.1,1.196,56.2,61.0,64.4,61.0,73,61.5,6,4.1,1,5.1,HIGH,5.9,14.4
PRJ-2117,Highway,Karnataka,894.43,42,52.1,51.8,0.3,51.4,0.992,92.2,89.7,92.2,88.1,5,96.0,0,0.2,0,1.7,LOW,0.3,2.4
PRJ-2118,Urban Development,Telangana,1828.3,22,22.1,9.7,12.4,11.0,1.134,60.4,52.7,63.4,64.0,82,41.4,2,4.6,3,5.3,HIGH,4.2,15.0
PRJ-2119,Bridge,Andhra Pradesh,4572.46,33,43.3,41.6,1.7,43.9,1.055,96.6,87.0,91.8,93.0,0,94.7,0,0.9,0,1.4,LOW,0.0,2.5
PRJ-2120,Irrigation,Rajasthan,484.72,36,21.5,20.6,0.9,20.6,1.0,88.7,93.8,100.0,88.4,0,96.6,1,0.4,0,1.6,LOW,0.2,0.5
PRJ-2121,Airport,Karnataka,6523.76,51,83.6,46.9,36.7,65.5,1.397,50.9,36.2,36.1,35.3,176,55.9,10,5.6,3,7.1,CRITICAL,13.0,23.9
PRJ-2122,Urban Development,Rajasthan,372.83,32,27.0,12.0,15.0,13.7,1.142,61.2,52.5,62.9,66.4,45,46.5,2,5.7,1,5.7,HIGH,6.0,9.5
PRJ-2123,Water Supply,Telangana,2044.18,13,31.2,27.3,3.9,28.8,1.055,78.3,78.3,77.1,70.4,33,87.5,3,3.7,1,4.5,MEDIUM,2.2,5.6
PRJ-2124,Airport,Uttar Pradesh,5444.27,60,32.5,2.0,30.5,5.0,2.5,44.4,41.8,35.6,42.3,137,15.0,4,8.1,2,8.1,CRITICAL,12.5,26.9
PRJ-2125,Urban Development,Bihar,536.2,28,57.4,42.4,15.0,47.7,1.125,66.5,62.7,65.0,55.2,78,76.3,1,5.3,1,5.5,HIGH,7.2,15.8
PRJ-2126,Water Supply,Himachal Pradesh,424.23,33,81.8,73.0,8.8,81.2,1.112,55.7,53.9,62.5,58.3,62,90.3,2,4.2,3,5.7,HIGH,6.8,15.0
PRJ-2127,Power Infrastructure,Uttar Pradesh,4549.53,33,64.0,64.0,0.0,61.9,0.967,96.8,98.7,90.2,86.3,0,100.0,0,2.3,0,2.1,LOW,0.5,1.6
PRJ-2128,Irrigation,Assam,529.9,24,52.0,26.5,25.5,34.1,1.287,56.4,67.5,60.2,59.7,97,50.7,3,5.6,3,6.7,HIGH,6.9,14.7
